"Kvittonamn","Varugrupp","Pris","Volym","AntalSålda","Alkoholhalt","APK"
"Rosanna Södåkra Vingård 15 500 ml","Rosévin",168,500,47,0,0
"Miraval Rosé 15 750 ml","Rosévin",159,750,14461,0,0
"Ch La Gordo La Chapelle Rosé 15 750","Rosévin",169,750,4401,13.5,0.599112426035503
"Palette Henri Bonnaud Rosé 15 750ml","Rosévin",179,750,1424,14,0.58659217877095
"Mira Luna rosé 15 750 ml","Rosévin",189,750,535,13,0.515873015873016
"Tour du Bon Bandol Rosé 15 750 ml","Rosévin",159,750,2787,0,0
"Rosé Bonbon Dom des Diables 15 750","Rosévin",155,750,1060,13,0.629032258064516
"Bodvár of Sweden No 1 Rosé 750ml","Rosévin",129,750,561,12,0.697674418604651
"Spring Village Sy Rosé PET 187 ml","Rosévin",25,187,68092.9946524064,12,0.8976
"Domaine Sainte-Foy 15 750 ml","Rosévin",149,750,1857,14.5,0.729865771812081
"El Solà d'en Pol Rosat 15 750ml","Rosévin",110,750,30,8,0.545454545454545
"Rezabal Txakoli Rosé 15 750ml","Rosévin",119,750,42,14.5,0.913865546218487
"Marofa Rosé 750ml","Rosévin",84,750,12,11.5,1.02678571428571
"Cuvée Aurelia Dom Grand Cros 15 750","Rosévin",159,750,516,14,0.660377358490566
"Fou 15 750ml","Rosévin",109,750,1286,13,0.894495412844037
"Ch d Selle Coeur de Grain Ro 15 750","Rosévin",249,750,487,13.5,0.406626506024096
"By.Ott 15 750ml","Rosévin",169,750,763,13.5,0.599112426035503
"Korlat Rosé 14 750ml","Rosévin",199,750,21,13,0.489949748743719
"Château Grand Ferrand Rosé 15 750ml","Rosévin",109,750,10,12.5,0.860091743119266
"Sancerre Rosé J Demont 15 750 ml","Rosévin",129,750,3590,0,0
"Dreissigacker PINO_& CO 15 750m","Rosévin",129,750,190,12.5,0.726744186046512
"Reserve des Bertrands 15 750ml","Rosévin",119,750,11161,12.5,0.78781512605042
"Allram Rosé 15 750ml","Rosévin",149,750,56,13,0.654362416107383
"V Fleur Grenache Syrah Rosé 14 750","Rosévin",99,750,3,12,0.909090909090909
"Grande Cuvée Madame 15 3L","Rosévin",799,3000,18,0,0
"Sancerre Les Baronnes Rosé 15 750ml","Rosévin",149,750,1237,12.5,0.629194630872483
"Primicia Rosado 15 750ml","Rosévin",95,750,12,13.5,1.06578947368421
"Sandhammarens Beach Rosé 15 750ml","Rosévin",140,750,219,11.5,0.616071428571429
"Petri Sélection Parcellaire 15 750","Rosévin",111,750,39,0,0
"Kullahalvöns Vin Rosé Auriel 15 750","Rosévin",129,750,490,0,0
"Åhus Rosé 15 500ml","Rosévin",147,500,379,0,0
"Franck Millet Sancerre Rosé  15 750","Rosévin",181,750,102,12.5,0.517955801104972
"Chêne Bleu Rosé 15 750ml","Rosévin",189,750,47,13.5,0.535714285714286
"Santa Duc Les Plans Rosé 15 750ml","Rosévin",109,750,120,12,0.825688073394495
"Château Routas Rouviere Rosé 14 750","Rosévin",119,750,475,13,0.819327731092437
"Mandilari Rosé 15 750ml","Rosévin",120,750,41,12.5,0.78125
"Nautic Rosé 15 750ml","Rosévin",99,750,1198,12.5,0.946969696969697
"Lacrimarosa Mastroberardino 15 750","Rosévin",125,750,456,12.5,0.75
"Les Jamelles Clair de Rose 15 750ml","Rosévin",89,750,77,12.5,1.05337078651685
"Brancaia Rosé 15 750ml","Rosévin",129,750,73,12.5,0.726744186046512
"Triennes Rosé 14 750ml","Rosévin",128,750,72,0,0
"Pure Mirabeau Provence Rosé 14 750","Rosévin",149,750,34,13,0.654362416107383
"Chateau de Par Cuvé Spéc Ro13 750ml","Rosévin",59,750,83,0,0
"Molinara Rosato 15 750ml","Rosévin",155,750,286,12,0.580645161290323
"Torero Rose box 3L","Rosévin",177,3000,27,13,2.20338983050847
"Crudo Rosato 15 750ml","Rosévin",79,750,1584,12.5,1.18670886075949
"Motörhead Shiraz Rosé 15 750ml","Rosévin",119,750,493,13,0.819327731092437
"Vinofol Pinot Noir Rosé 15 750ml","Rosévin",126,750,4,13.5,0.803571428571429
"Tropez Rosé 15 750ml","Rosévin",167,750,39,13,0.583832335329341
"Sand Tropez 750ml","Rosévin",160,750,6,12.5,0.5859375
"Majolica Rosé 15 750ml","Rosévin",136,750,2,13,0.716911764705882
"La Vie en R... 15 750ml","Rosévin",138,750,3,13,0.706521739130435
"Brancatelli Ros di Aleatico 14 750","Rosévin",159,750,11,12.5,0.589622641509434
"Rosantico 15 750ml","Rosévin",172,750,103,14,0.61046511627907
"Saronsberg Prov Shiraz Rosé 15 750","Rosévin",89,750,3,13,1.09550561797753
"Côtes de Provence P&P Rosé 15 1,5L","Rosévin",189,1500,9,12.5,0.992063492063492
"Blossom Hill White Zinfandel 14 750","Rosévin",70,750,3191,10.5,1.125
"Delheim Pinotage Rosé 15 750ml","Rosévin",79,750,102,12.5,1.18670886075949
"Cuvée Charlotte 15 750ml","Rosévin",177,750,33,12.5,0.529661016949153
"Rosato Friulano 13 750ml","Rosévin",176,750,2,13,0.553977272727273
"Sincronia Rosat 15 750ml","Rosévin",117,750,26,14,0.897435897435897
"Allegro Organic Rosato 750ml","Rosévin",79,750,1191,12.5,1.18670886075949
"Solicum Rosé 15 750ml","Rosévin",189,750,5,12,0.476190476190476
"Solighello Frizzante Rosado 15 750","Rosévin",159,750,7,10.5,0.495283018867925
"Langhe Rosato Dolcevita 15 750ml","Rosévin",178,750,6,14,0.589887640449438
"La Vie en R...15 3 L","Rosévin",616,3000,2,13,0.633116883116883
"Rose Infinie 15 750ml","Rosévin",124,750,26,13,0.786290322580645
"La Tourelle Cinsault 15 750ml","Rosévin",79,750,48,12.5,1.18670886075949
"Montrose 15 750ml","Rosévin",89,750,2124,12.5,1.05337078651685
"Villány Rosé 15 750ml","Rosévin",129,750,6,12,0.697674418604651
"LUX Royal Rosé 14 750 ml","Rosévin",79,750,2208,12.5,1.18670886075949
"Valceache 15 750ml","Rosévin",85,750,36,13,1.14705882352941
"Sancerre Grandmontains Rosé 15 750","Rosévin",169,750,9,12.5,0.554733727810651
"Calles en liter råsa 15 1L","Rosévin",139,1000,110,11,0.79136690647482
"Pousio Rosé 15 750ml","Rosévin",89,750,24,13,1.09550561797753
"Reichsrat von Buhl Rosé 15 750ml","Rosévin",139,750,26,12.5,0.674460431654676
"Rosé de Pressée 15 750ml","Rosévin",93,750,3,11.5,0.92741935483871
"Villa Yambol Rosé 14 750ml","Rosévin",39,750,889,13.5,2.59615384615385
"Chemin des Sables 15 750ml","Rosévin",69,750,43,12.5,1.35869565217391
"Cappo Rosé 750ml","Rosévin",59,750,10,12,1.52542372881356
"Petit Paul Sapin Rosé 187ml","Rosévin",25,187,431.978609625668,12.5,0.935
"Alexandria Rosé 15 750ml","Rosévin",116,750,15,12.5,0.808189655172414
"Les Lauzeraies Tavel 14 750ml","Rosévin",39,750,7408,14,2.69230769230769
"My Pride Wine Rosé 750ml","Rosévin",99,750,10,11.5,0.871212121212121
"Pheasant's Tears Tavkveri 13 750ml","Rosévin",256,750,5,11.5,0.3369140625
"Select by The Gunilla  Rosé 15 750","Rosévin",140,750,2,12.5,0.669642857142857
"Stobi Dooel Rosé 15 750ml","Rosévin",114,750,8,12.5,0.822368421052632
"Rosé de Bonnet 14 750ml","Rosévin",39,750,2581,0,0
"Gran Feudo Reserva 09 750 ml","Rött vin",97,750,5078,13,1.00515463917526
"Jacob's Creek Shiraz Cab 750 ml","Rött vin",77,750,172568,14.5,1.41233766233766
"Copertino Riserva 750 ml","Rött vin",79,750,175139,13,1.23417721518987
"Villa Antinori 750 ml","Rött vin",149,750,38452,13.5,0.679530201342282
"Barolo Serral d'Alba Fontanafr 750","Rött vin",239,750,15495,14,0.439330543933054
"Ruffino Chianti 750 ml","Rött vin",79,750,115631,13,1.23417721518987
"Ruffino Chianti 375 ml","Rött vin",45,375,40008,13,1.08333333333333
"Vaio Armaron Amarone 750 ml","Rött vin",399,750,4809,15.5,0.291353383458647
"Baron de Ley Reserva 750 ml","Rött vin",115,750,270794,13.5,0.880434782608696
"Marqués de Riscal Reserva 750 ml","Rött vin",139,750,99643,14,0.755395683453237
"Periquita Original 750 ml","Rött vin",69,750,31785,13,1.41304347826087
"La Revedere Merlot 750 ml","Rött vin",66,750,140684,13,1.47727272727273
"Montecillo Crianza 750 ml","Rött vin",74,750,23488,13.5,1.36824324324324
"Faustino I Gran Reserva 750 ml","Rött vin",169,750,53085,13.5,0.599112426035503
"Señorío de los Llanos Reserva 750","Rött vin",55,750,16459,13,1.77272727272727
"Torres Gran Sangre de Toro 750 ml","Rött vin",89,750,133795,14,1.17977528089888
"Marqués Arienzo Reserva 750 ml","Rött vin",105,750,74608,14,1
"Marqués Arienzo Reserva 375 ml","Rött vin",59,375,33196,13.5,0.858050847457627
"Raimat Abadia 14 750 ml","Rött vin",79,750,1449,13,1.23417721518987
"Campo Viejo Crianza 750 ml","Rött vin",79,750,255433,13.5,1.28164556962025
"Casillero del Diablo C S 750 ml","Rött vin",79,750,309807,13.5,1.28164556962025
"Casillero del Diablo C S 375 ml","Rött vin",40,375,196315.013333333,13.5,1.265625
"Morgon Duboeuf 750 ml","Rött vin",99,750,52450,13.5,1.02272727272727
"Masi Campofiorin 750 ml","Rött vin",119,750,268653,13,0.819327731092437
"Beaujolais Royal 750 ml","Rött vin",79,750,153126,12.5,1.18670886075949
"Beaujolais Royal 375 ml","Rött vin",45,375,61827.0133333333,12.5,1.04166666666667
"La Vignée Pinot Noir 750","Rött vin",109,750,19464,12.5,0.860091743119266
"Bourgogne Rouge P N Labouré-Roi 750","Rött vin",107,750,132678,12.5,0.876168224299065
"Bourgogne Rouge P N Labouré-Roi 375","Rött vin",59,375,58379.0133333333,12.5,0.794491525423729
"Côtes-du-Rhône Reserve 750 ml","Rött vin",79,750,294276,14,1.32911392405063
"El Molino Crianza 750 ml","Rött vin",49,750,12610,0,0
"Estola Reserva 10 750ml","Rött vin",74,750,316,13.5,1.36824324324324
"Campolieti Ripasso 750 ml","Rött vin",109,750,235822,13.5,0.928899082568807
"Killawarra Shiraz CS 750 ml","Rött vin",62,750,187566,13,1.57258064516129
"Marqués Arienzo Reserva 1,5 l","Rött vin",199,1500,3973,13.5,1.01758793969849
"Campo Viejo Reserva 750 ml","Rött vin",99,750,136941,13.5,1.02272727272727
"Torres Coronas Tempranillo 750 ml","Rött vin",69,750,148049,13.5,1.46739130434783
"Torres Coronas Tempranillo 250 ml","Rött vin",29,250,64703,13.5,1.16379310344828
"Periquita Original 14 1,5 L","Rött vin",139,1500,473,13,1.40287769784173
"Marqués de Arienzo Gran Res 750 ml","Rött vin",149,750,33474,14,0.704697986577181
"Lindemans Bin 45 Cab Sauv 750 ml","Rött vin",79,750,272273,13.5,1.28164556962025
"Rawson's Retr Shir Cab 750","Rött vin",79,750,213573,13.5,1.28164556962025
"Masi Valpol Bonacosta 750 ml","Rött vin",99,750,180583,12,0.909090909090909
"Bianchi Montepulciano d'Abruzzo 750","Rött vin",69,750,203222,13,1.41304347826087
"Roodeberg 750 ml","Rött vin",89,750,230119,14,1.17977528089888
"La Rioja Alta Gr Res 904 750 ml","Rött vin",299,750,6292,13.5,0.338628762541806
"Chateau Musar 750 ml","Rött vin",299,750,19288,14,0.351170568561873
"Lacarta Salice Salentino Ris 750 ml","Rött vin",75,750,19,0,0
"Côtes-du-Rhône Guigal 750 ml","Rött vin",109,750,276292,14,0.963302752293578
"Two Oceans C S Merlot 750 ml","Rött vin",69,750,446,0,0
"Pasqua Bardolino 750 ml","Rött vin",69,750,2543,0,0
"Montepulc d'Abruzzo U Ronchi 750","Rött vin",65,750,112204,13,1.5
"Coto de Imaz Reserva 750 ml","Rött vin",105,750,200506,13.5,0.964285714285714
"Gato Negro C S 750 ml","Rött vin",59,750,316132,13.5,1.71610169491525
"Gato Negro C S 250 ml","Rött vin",29,250,82323,13,1.12068965517241
"Ch Mont-Redon 750 ml","Rött vin",249,750,62756,14.5,0.436746987951807
"Penfolds Koonunga Hill Sh Cab 750","Rött vin",99,750,137683,14.5,1.09848484848485
"Fetzer Barrel Select Zinfan 12 750","Rött vin",99,750,6885,0,0
"Robertson Cabernet Sauvignon 16 750","Rött vin",59,750,1623,13.5,1.71610169491525
"Zonnebloem Shiraz 12 750 ml","Rött vin",82,750,432,13.5,1.23475609756098
"Lindemans Cawarra Shiraz Cab 750 ml","Rött vin",69,750,56388,0,0
"Dom St Gayan Gigondas 12 750 ml","Rött vin",189,750,131,14.5,0.575396825396825
"Castelvecchio Cabernet Franc 12 750","Rött vin",204,750,13,13,0.477941176470588
"El Coto Crianza 750 ml","Rött vin",79,750,414917,13,1.23417721518987
"Viña Maipo C S 750 ml","Rött vin",59,750,266227,12.5,1.58898305084746
"Brunello di Montalc Col d'Orcia 750","Rött vin",279,750,22767,14.5,0.389784946236559
"Amarone Classico Montini 750 ml","Rött vin",199,750,71390,15,0.565326633165829
"Capitel de'Roari Amarone 750 ml","Rött vin",185,750,35867,15,0.608108108108108
"Torres Gran Coronas C S Res 750 ml","Rött vin",99,750,62973,14,1.06060606060606
"Conde de Valdemar Gran Reserva 750","Rött vin",139,750,33844,13.5,0.72841726618705
"Turning Leaf Zinfandel 750 ml","Rött vin",89,750,96816,13.5,1.1376404494382
"ChNdP P Ansel La Fiole du Pape 1,5L","Rött vin",426,1500,39,13.5,0.475352112676056
"Vila Santa Reserva 13 750 ml","Rött vin",99,750,2517,14,1.06060606060606
"Zenato Valpolicella Classico 750 ml","Rött vin",133,750,112743,13.5,0.761278195488722
"Drostdy-Hof Cape R Sh Merlot 16 750","Rött vin",69,750,4032,13.5,1.46739130434783
"Viña Herminia 750 ml","Rött vin",79,750,41683,14,1.32911392405063
"Trapiche Malbec Oak Cask 750 ml","Rött vin",85,750,184482,14,1.23529411764706
"Dão Casal Mor 750 ml","Rött vin",53,750,122190,13,1.83962264150943
"Rosemount Est Shiraz 14 750 ml","Rött vin",89,750,108,0,0
"Réserve de la Condamine 14 750 ml","Rött vin",74,750,8906,13,1.31756756756757
"Navajas Crianza 750 ml","Rött vin",79,750,374923,14,1.32911392405063
"J P Chenet Cabernet-Syrah box 3 l","Rött vin",197,3000,429552,13,1.97969543147208
"Tommasi Amarone 750 ml","Rött vin",295,750,66945,15,0.38135593220339
"Campolieti Ripasso 375 ml","Rött vin",59,375,80533.0133333333,13.5,0.858050847457627
"Pater Sangiovese 750 ml","Rött vin",77,750,482,12.5,1.21753246753247
"El Coto Crianza 375 ml","Rött vin",45,375,55855.0133333333,13,1.08333333333333
"Valréas 11 750ml","Rött vin",106,750,492,0,0
"Torres San Valentín Garnacha 750 ml","Rött vin",69,750,98877,14,1.52173913043478
"Parallèle 45 Côtes du Rhône 750 ml","Rött vin",105,750,33009,14,1
"J P Chenet Cabernet-Syrah 750ml","Rött vin",64,750,71273,0,0
"Penfolds Kalimna Bin 28 Shiraz 750","Rött vin",199,750,15074,14.5,0.546482412060301
"Torres Gran Sangre de Toro 375 ml","Rött vin",49,375,12834,14,1.07142857142857
"Fetzer Merlot 750 ml","Rött vin",79,750,30872,13.5,1.28164556962025
"Kavaklidere Selection 10 750 ml","Rött vin",139,750,138,12,0.647482014388489
"Sunrise Cab Sauv 750 ml","Rött vin",59,750,166160,12.5,1.58898305084746
"Ch de Seguin 750 ml","Rött vin",99,750,162302,12.5,0.946969696969697
"Gato Negro C S box 3 l","Rött vin",189,3000,411671,13.5,2.14285714285714
"Fantini Farnese Sangiovese 750 ml","Rött vin",69,750,84693,12.5,1.35869565217391
"Castillo de Gredos Red papp 1 l","Rött vin",58,1000,669645,13,2.24137931034483
"Prego Rosso papp 1 l","Rött vin",62,1000,430946,13.5,2.17741935483871
"San Leonino 13 750 ml","Rött vin",139,750,44,13.5,0.72841726618705
"Muriel Finca de la Villa 14 750 ml","Rött vin",75,750,80224,13.5,1.35
"Wyndham Est Bin 444 CS 13 750 ml","Rött vin",103,750,57,14,1.01941747572816
"Faustino VII 750 ml","Rött vin",79,750,83988,13,1.23417721518987
"Woodbridge Mondavi Zinfandel 13 750","Rött vin",89,750,1197,13.5,1.1376404494382
"Vivati Zinfandel 15 750 ml","Rött vin",99,750,25773,14,1.06060606060606
"Terreno Chianti Classico 750 ml","Rött vin",109,750,18995,13.5,0.928899082568807
"Masi Amarone Costasera 750 ml","Rött vin",295,750,29979,15,0.38135593220339
"Pasqua Sanzeno Cab Merlot 15 box 3L","Rött vin",219,3000,33266,12.5,1.71232876712329
"Viña Albali Reserva 750 ml","Rött vin",69,750,76359,13,1.41304347826087
"Canneto 10 750 ml","Rött vin",287,750,9,13.5,0.352787456445993
"Señorío de los Llanos Gran Res 750","Rött vin",69,750,71310,13,1.41304347826087
"Jacobsdal Pinotage 750 ml","Rött vin",123,750,10620,14,0.853658536585366
"J P Chenet Cabernet-Syrah 250 ml","Rött vin",27,250,120151,0,0
"Killawarra Shiraz Cab Sauv box 3 l","Rött vin",209,3000,257463,13.5,1.9377990430622
"Ravenswood Vintners Blend Zin 750","Rött vin",108,750,111372,13.5,0.9375
"Bonterra Zinfandel 750 ml","Rött vin",139,750,109616,15,0.809352517985611
"Marqués Cáceres Crianza 750 ml","Rött vin",89,750,95472,13.5,1.1376404494382
"Masi Valpolicella Bonacosta 375 ml","Rött vin",59,375,42259.0133333333,12,0.76271186440678
"Castillo de Molina C S Res 11 750","Rött vin",93,750,1365,14,1.12903225806452
"Dom du Vieux Lazaret 750 ml","Rött vin",217,750,45712,13.5,0.466589861751152
"Faustino VII 375 ml","Rött vin",44,375,15884,12.5,1.06534090909091
"A Mano Primitivo 12 750ml","Rött vin",79,750,3614,13.5,1.28164556962025
"Le Bistro Rouge 750 ml","Rött vin",69,750,238253,12.5,1.35869565217391
"Beaujolais-Villages Duboeuf 750 ml","Rött vin",79,750,58453,13,1.23417721518987
"Sunrise Merlot 750 ml","Rött vin",59,750,110830,12,1.52542372881356
"Santa Helena Varietal C S 750 ml","Rött vin",59,750,181209,13.5,1.71610169491525
"Morellino di Scansano 14 750ml","Rött vin",144,750,110,13.5,0.703125
"Masi Campofiorin 1,5 l","Rött vin",239,1500,9785,13,0.815899581589958
"Casillero del Diablo C S 250 ml","Rött vin",29,250,129447,13.5,1.16379310344828
"Sunrise Cab Sauv 250 ml","Rött vin",25,250,105563,13.5,1.35
"Wolf Blass Eaglehawk C S 750 ml","Rött vin",69,750,43471,13.5,1.46739130434783
"Dom St Gayan Côtes du Rhône 14 750","Rött vin",112,750,72,13.5,0.904017857142857
"Jacob's Creek Shiraz Cab 375 ml","Rött vin",46,375,132265.013333333,14.5,1.1820652173913
"Ch la Grave Pomerol Boisset 750","Rött vin",599,750,1406,14.5,0.181552587646077
"Ch de Seguin 1,5 l","Rött vin",199,1500,9938,13,0.979899497487437
"Le Tense Sassella 750 ml","Rött vin",149,750,12833,13.5,0.679530201342282
"Masi Modello delle Venezie 750 ml","Rött vin",79,750,247868,12,1.13924050632911
"Barbera d'Alba Cesare 10 750 ml","Rött vin",179,750,26,12.5,0.523743016759777
"Castillo de Gredos Red box 3 l","Rött vin",149,3000,306680,13,2.61744966442953
"Ch Pech-Latt 750 ml","Rött vin",99,750,159680,13.5,1.02272727272727
"Masi Brolo Campofiorin Oro 750 ml","Rött vin",209,750,2147,14,0.502392344497608
"Mauro Primitivo Alberello 13 750 ml","Rött vin",69,750,305744,14.5,1.57608695652174
"Canaletto Zinfandel 750 ml","Rött vin",79,750,68033,13.5,1.28164556962025
"Campolieti 13 1,5 liter","Rött vin",220,1500,28,13.5,0.920454545454545
"Drostdy-H Cape Red Shi Mer box 3 l","Rött vin",189,3000,171941,13.5,2.14285714285714
"Lindemans Bin 50 Shiraz 750 ml","Rött vin",79,750,161473,13.5,1.28164556962025
"Inycon Shiraz 750 ml","Rött vin",79,750,40613,14,1.32911392405063
"Rawson's Shiraz Cab 375 ml","Rött vin",49,375,111859.013333333,13.5,1.03316326530612
"Tahbilk Shiraz 09 750 ml","Rött vin",163,750,104,13.5,0.621165644171779
"Viña Maipo Cabernet Sauvign box 3 l","Rött vin",188,3000,329251,12.5,1.99468085106383
"Ch Labadie 750 ml","Rött vin",129,750,46503,13,0.755813953488372
"Brown Brothers Shiraz 13 750ml","Rött vin",115,750,1924,0,0
"Penfolds Bin 2 Sh Mourv 11 750ml","Rött vin",129,750,4,0,0
"Chianti Classico Riserva 750ml","Rött vin",139,750,79704,13,0.701438848920863
"Brunello di Mont Val di Suga 750 ml","Rött vin",259,750,4352,14.5,0.41988416988417
"Amethystos 12 750 ml","Rött vin",204,750,400,14.5,0.533088235294118
"Viña Albali Gran Reserva 750 ml","Rött vin",79,750,50906,13,1.23417721518987
"Regolo Rosso 12 750ml","Rött vin",149,750,29,13.5,0.679530201342282
"Controvento 12 750 ml","Rött vin",134,750,7,12,0.671641791044776
"Husets Röda papp 1 l","Rött vin",66,1000,623019,13,1.96969696969697
"Ch de Seguin Cuvée Prestige 750 ml","Rött vin",129,750,30422,13,0.755813953488372
"Don Melchor Cab Sauv 12 750 ml","Rött vin",599,750,70,14.5,0.181552587646077
"Yakut 11 750 ml","Rött vin",99,750,406,12.2,0.924242424242424
"Tommasi Amarone 375 ml","Rött vin",155,375,24492,15,0.362903225806452
"Castillo de Benizar Temp 15 750","Rött vin",71,750,189,12.5,1.32042253521127
"il Conte Appassimento  Box 3l","Rött vin",199,3000,315522,13,1.95979899497487
"Primicia 750 ml","Rött vin",69,750,57940,13.5,1.46739130434783
"Allegro Primitivo 750 ml","Rött vin",79,750,85048,14,1.32911392405063
"Clancy's Red 10 750 ml","Rött vin",119,750,455,14,0.882352941176471
"Valentin Fleur Merlot 00 750 ml","Rött vin",29,750,95,0,0
"Villa Puccini 750 ml","Rött vin",89,750,256379,12.5,1.05337078651685
"Bolla Le Poiane 750 ml","Rött vin",119,750,114402,13.5,0.850840336134454
"Allegro Sangiovese Primitiv box 3 l","Rött vin",229,3000,213009,14,1.83406113537118
"Stellenzicht Gold Trian Shiraz 750","Rött vin",99,750,14340,14,1.06060606060606
"Naoussa Boutari Grande Res 10 750 m","Rött vin",164,750,121,13.5,0.617378048780488
"Jacob's Creek Shiraz Cab 250 ml","Rött vin",29,250,1115,0,0
"Ch Musar Hochar Pere fils 12 750 ml","Rött vin",199,750,278,14,0.527638190954774
"Conde de Valdemar Crianza 11 750ml","Rött vin",79,750,3157,13.5,1.28164556962025
"Mauro Primitivo Alberello box 3 l","Rött vin",209,3000,394118,14.5,2.08133971291866
"Solaz Temp Cab Sauv 15 750ml","Rött vin",69,750,569,13.5,1.46739130434783
"Kremser St Laurent 15 750ml","Rött vin",169,750,46,13,0.576923076923077
"La Grola 750 ml","Rött vin",169,750,26399,13.5,0.599112426035503
"De Bortoli Shiraz 13 750 ml","Rött vin",79,750,482,13.5,1.28164556962025
"Allesverloren Tinta Barocca 750 ml","Rött vin",129,750,67475,14,0.813953488372093
"Masi Amarone Costasera 1,5 l","Rött vin",599,1500,2383,15,0.375626043405676
"Marqués de Cáceres Reserva 08 750","Rött vin",179,750,49,13.5,0.565642458100559
"Jean León Vinya Palau Merlot 12 750","Rött vin",199,750,58,14.5,0.546482412060301
"Bin 555 Sh Wyndham Estate 13 750","Rött vin",99,750,7870,14.2,1.07575757575758
"Jean León La Scala CS Gran R 07 750","Rött vin",279,750,81,13,0.349462365591398
"il Nostro Rosso Puglia 750 ml","Rött vin",64,750,288098,14,1.640625
